,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
2247,2916571,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349240,=,nM,148.0,CHEMBL251,Homo sapiens,Ki,nM,148.0
2248,2916572,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL324735,=,nM,381.0,CHEMBL251,Homo sapiens,Ki,nM,381.0
2249,2916573,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL163968,=,nM,400.0,CHEMBL251,Homo sapiens,Ki,nM,400.0
2250,2916574,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349464,=,nM,306.0,CHEMBL251,Homo sapiens,Ki,nM,306.0
2251,2916575,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165073,=,nM,335.0,CHEMBL251,Homo sapiens,Ki,nM,335.0
2252,2916576,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL341376,=,nM,423.0,CHEMBL251,Homo sapiens,Ki,nM,423.0
2253,2916577,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL424161,=,nM,111.0,CHEMBL251,Homo sapiens,Ki,nM,111.0
2254,2916578,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349716,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2255,2916579,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL167915,=,nM,503.0,CHEMBL251,Homo sapiens,Ki,nM,503.0
2256,2916580,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352192,=,nM,376.0,CHEMBL251,Homo sapiens,Ki,nM,376.0
2257,2916581,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352707,=,nM,495.0,CHEMBL251,Homo sapiens,Ki,nM,495.0
2258,2916582,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164905,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2259,2916583,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL350042,=,nM,121.0,CHEMBL251,Homo sapiens,Ki,nM,121.0
2260,2916584,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL350261,=,nM,113.0,CHEMBL251,Homo sapiens,Ki,nM,113.0
2261,2916585,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165560,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2262,2916586,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL355415,=,nM,1115.0,CHEMBL251,Homo sapiens,Ki,nM,1115.0
2263,2916587,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL166301,=,nM,667.0,CHEMBL251,Homo sapiens,Ki,nM,667.0
2264,2916588,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL353299,=,nM,401.0,CHEMBL251,Homo sapiens,Ki,nM,401.0
2265,2916589,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352073,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
2266,2916590,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352345,=,nM,150.0,CHEMBL251,Homo sapiens,Ki,nM,150.0
2267,2916591,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164381,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2268,2916592,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164647,=,nM,133.0,CHEMBL251,Homo sapiens,Ki,nM,133.0
2269,2916593,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165910,=,nM,614.0,CHEMBL251,Homo sapiens,Ki,nM,614.0
2270,2916594,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165083,=,nM,576.0,CHEMBL251,Homo sapiens,Ki,nM,576.0
2271,2916595,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164275,=,nM,352.0,CHEMBL251,Homo sapiens,Ki,nM,352.0
2272,2916596,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL167753,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
2273,2916597,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164281,=,nM,200.0,CHEMBL251,Homo sapiens,Ki,nM,200.0
2274,2916598,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164992,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
2275,2916599,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL351211,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
2276,2916600,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164686,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2277,2916601,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL572765,=,nM,120.0,CHEMBL251,Homo sapiens,Ki,nM,120.0
2278,2916602,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL348925,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2279,2916603,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL351285,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
2280,2916604,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL354161,=,nM,695.0,CHEMBL251,Homo sapiens,Ki,nM,695.0
2281,2916605,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165224,=,nM,680.0,CHEMBL251,Homo sapiens,Ki,nM,680.0
2282,2916606,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349019,=,nM,143.0,CHEMBL251,Homo sapiens,Ki,nM,143.0
2283,2926944,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL567226,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki,nM,2300.0
2284,2926948,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL573937,=,nM,3250.0,CHEMBL251,Homo sapiens,Ki,nM,3250.0
2285,2926949,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583637,=,nM,6200.0,CHEMBL251,Homo sapiens,Ki,nM,6200.0
2286,2927741,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL573125,=,nM,3540.0,CHEMBL251,Homo sapiens,Ki,nM,3540.0
2287,2927744,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL582921,=,nM,550.0,CHEMBL251,Homo sapiens,Ki,nM,550.0
2288,2927749,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583745,=,nM,766.0,CHEMBL251,Homo sapiens,Ki,nM,766.0
2289,2927750,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL574612,=,nM,979.0,CHEMBL251,Homo sapiens,Ki,nM,979.0
2290,2927751,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583744,=,nM,277.0,CHEMBL251,Homo sapiens,Ki,nM,277.0
2291,2927752,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL574212,=,nM,4730.0,CHEMBL251,Homo sapiens,Ki,nM,4730.0
2292,2927753,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL576395,=,nM,1640.0,CHEMBL251,Homo sapiens,Ki,nM,1640.0
2293,2927754,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL568307,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
2294,2927755,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL567412,=,nM,4520.0,CHEMBL251,Homo sapiens,Ki,nM,4520.0
2295,2927756,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583862,=,nM,4520.0,CHEMBL251,Homo sapiens,Ki,nM,4520.0
2296,2927757,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL490605,=,nM,1080.0,CHEMBL251,Homo sapiens,Ki,nM,1080.0
2297,2927758,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL490606,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
2298,2927759,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL523797,=,nM,4510.0,CHEMBL251,Homo sapiens,Ki,nM,4510.0
2299,2927762,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583746,=,nM,890.0,CHEMBL251,Homo sapiens,Ki,nM,890.0
2300,2929205,CHEMBL1059256,Displacement of [125I]Z241385 from human cloned adenosine A2A receptor expressed in CHO cells after 120 mins by scintillation counting,B,CHEMBL113142,=,nM,1.2,CHEMBL251,Homo sapiens,Ki,nM,1.2
2301,2941545,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL221206,=,nM,16300.0,CHEMBL251,Homo sapiens,Ki,nM,16300.0
2302,2941546,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573950,=,nM,10400.0,CHEMBL251,Homo sapiens,Ki,nM,10400.0
2303,2941547,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL427077,=,nM,18700.0,CHEMBL251,Homo sapiens,Ki,nM,18700.0
2304,2941548,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL223514,=,nM,18000.0,CHEMBL251,Homo sapiens,Ki,nM,18000.0
2305,2941549,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL574602,=,nM,41700.0,CHEMBL251,Homo sapiens,Ki,nM,41700.0
2306,2941550,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573032,=,nM,7030.0,CHEMBL251,Homo sapiens,Ki,nM,7030.0
2307,2941551,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573269,=,nM,12700.0,CHEMBL251,Homo sapiens,Ki,nM,12700.0
2308,2941552,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL575027,=,nM,24300.0,CHEMBL251,Homo sapiens,Ki,nM,24300.0
2309,3059946,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594363,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
2310,3059948,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596308,=,nM,2.0,CHEMBL251,Homo sapiens,Ki,nM,2.0
2311,3059949,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609578,=,nM,2.5,CHEMBL251,Homo sapiens,Ki,nM,2.5
2312,3059950,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594136,=,nM,2.5,CHEMBL251,Homo sapiens,Ki,nM,2.5
2313,3059951,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594676,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
2314,3059952,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594676,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
2315,3059953,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608102,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2316,3059954,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL610738,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2317,3059955,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611020,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2318,3059956,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL603748,=,nM,3.5,CHEMBL251,Homo sapiens,Ki,nM,3.5
2319,3059957,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608383,=,nM,4.0,CHEMBL251,Homo sapiens,Ki,nM,4.0
2320,3059958,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL549885,=,nM,4.3,CHEMBL251,Homo sapiens,Ki,nM,4.3
2321,3059959,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609603,=,nM,4.9,CHEMBL251,Homo sapiens,Ki,nM,4.9
2322,3059960,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611335,=,nM,5.0,CHEMBL251,Homo sapiens,Ki,nM,5.0
2323,3059961,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594455,=,nM,5.5,CHEMBL251,Homo sapiens,Ki,nM,5.5
2324,3059962,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595132,=,nM,6.0,CHEMBL251,Homo sapiens,Ki,nM,6.0
2325,3059963,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594454,=,nM,6.0,CHEMBL251,Homo sapiens,Ki,nM,6.0
2326,3059964,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594905,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
2327,3059965,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611048,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
2328,3059966,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594000,=,nM,7.5,CHEMBL251,Homo sapiens,Ki,nM,7.5
2329,3059967,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595365,=,nM,8.5,CHEMBL251,Homo sapiens,Ki,nM,8.5
2330,3059968,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593746,=,nM,8.8,CHEMBL251,Homo sapiens,Ki,nM,8.8
2331,3059969,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593975,=,nM,9.0,CHEMBL251,Homo sapiens,Ki,nM,9.0
2332,3059970,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593508,=,nM,9.0,CHEMBL251,Homo sapiens,Ki,nM,9.0
2333,3059971,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609308,=,nM,9.5,CHEMBL251,Homo sapiens,Ki,nM,9.5
2334,3059976,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596307,=,nM,12.0,CHEMBL251,Homo sapiens,Ki,nM,12.0
2335,3059977,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593999,=,nM,12.3,CHEMBL251,Homo sapiens,Ki,nM,12.3
2336,3059978,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595845,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
2337,3059979,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593973,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
2338,3059980,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594226,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
2339,3059981,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611954,=,nM,17.0,CHEMBL251,Homo sapiens,Ki,nM,17.0
2340,3059982,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593986,=,nM,18.0,CHEMBL251,Homo sapiens,Ki,nM,18.0
2341,3059983,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593259,=,nM,18.0,CHEMBL251,Homo sapiens,Ki,nM,18.0
2342,3059984,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594662,=,nM,18.6,CHEMBL251,Homo sapiens,Ki,nM,18.6
2343,3059985,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594907,=,nM,23.0,CHEMBL251,Homo sapiens,Ki,nM,23.0
2344,3059986,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594906,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
2345,3059987,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594137,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
2346,3059988,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607539,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
2347,3059989,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595364,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
2348,3059990,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595131,=,nM,28.0,CHEMBL251,Homo sapiens,Ki,nM,28.0
2349,3059991,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611337,=,nM,28.0,CHEMBL251,Homo sapiens,Ki,nM,28.0
2350,3059992,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596075,=,nM,29.0,CHEMBL251,Homo sapiens,Ki,nM,29.0
2351,3059993,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595363,=,nM,30.0,CHEMBL251,Homo sapiens,Ki,nM,30.0
2352,3059994,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593058,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
2353,3059995,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608980,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
2354,3059997,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596088,=,nM,36.0,CHEMBL251,Homo sapiens,Ki,nM,36.0
2355,3060003,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595174,=,nM,47.0,CHEMBL251,Homo sapiens,Ki,nM,47.0
2356,3060005,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595405,=,nM,49.0,CHEMBL251,Homo sapiens,Ki,nM,49.0
2357,3060007,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607550,=,nM,57.0,CHEMBL251,Homo sapiens,Ki,nM,57.0
2358,3060009,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL607542,=,nM,63.0,CHEMBL251,Homo sapiens,Ki,nM,63.0
2359,3060016,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595843,=,nM,88.0,CHEMBL251,Homo sapiens,Ki,nM,88.0
2360,3060019,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594677,=,nM,92.0,CHEMBL251,Homo sapiens,Ki,nM,92.0
2361,3060021,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595146,=,nM,97.0,CHEMBL251,Homo sapiens,Ki,nM,97.0
2362,3060026,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595144,=,nM,107.0,CHEMBL251,Homo sapiens,Ki,nM,107.0
2363,3060027,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593040,=,nM,107.0,CHEMBL251,Homo sapiens,Ki,nM,107.0
2364,3060030,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596074,=,nM,123.0,CHEMBL251,Homo sapiens,Ki,nM,123.0
2365,3060031,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608100,=,nM,126.0,CHEMBL251,Homo sapiens,Ki,nM,126.0
2366,3060032,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609304,=,nM,128.0,CHEMBL251,Homo sapiens,Ki,nM,128.0
2367,3060035,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596291,=,nM,153.0,CHEMBL251,Homo sapiens,Ki,nM,153.0
2368,3060036,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595863,=,nM,155.0,CHEMBL251,Homo sapiens,Ki,nM,155.0
2369,3060037,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594197,=,nM,155.0,CHEMBL251,Homo sapiens,Ki,nM,155.0
2370,3060040,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611955,=,nM,183.0,CHEMBL251,Homo sapiens,Ki,nM,183.0
2371,3060046,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611964,=,nM,253.0,CHEMBL251,Homo sapiens,Ki,nM,253.0
2372,3060047,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608093,=,nM,255.0,CHEMBL251,Homo sapiens,Ki,nM,255.0
2373,3061065,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595844,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
2374,3061072,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611944,=,nM,586.0,CHEMBL251,Homo sapiens,Ki,nM,586.0
2375,3061083,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595147,=,nM,1117.0,CHEMBL251,Homo sapiens,Ki,nM,1117.0
2376,3061093,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593749,=,nM,1725.0,CHEMBL251,Homo sapiens,Ki,nM,1725.0
2377,3061094,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595864,=,nM,1789.0,CHEMBL251,Homo sapiens,Ki,nM,1789.0
2378,3061097,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611325,=,nM,2450.0,CHEMBL251,Homo sapiens,Ki,nM,2450.0
